# Program:featureCounts v1.5.1; Command:"featureCounts" "-a" "cufflinks_assemble/star/merged.gtf" "-t" "exon" "-s" "2" "-p" "-B" "-C" "-T" "24" "-o" "cufflinks_counts/star/feature_counts.tsv" "align/star/inplanta-3KO-020.bam" "align/star/inplanta-3KO-021.bam" "align/star/inplanta-3KO-022.bam" "align/star/inplanta-3KO-023.bam" "align/star/inplanta-Pf2-024.bam" "align/star/inplanta-Pf2-025.bam" "align/star/inplanta-Pf2-026.bam" "align/star/inplanta-Pf2-027.bam" "align/star/inplanta-SN15-016.bam" "align/star/inplanta-SN15-017.bam" "align/star/inplanta-SN15-018.bam" "align/star/inplanta-SN15-019.bam" "align/star/invitro-3KO-004.bam" "align/star/invitro-3KO-005.bam" "align/star/invitro-3KO-006.bam" "align/star/invitro-3KO-007.bam" "align/star/invitro-Pf2-008.bam" "align/star/invitro-Pf2-009.bam" "align/star/invitro-Pf2-010.bam" "align/star/invitro-Pf2-011.bam" "align/star/invitro-SN15-000.bam" "align/star/invitro-SN15-001.bam" "align/star/invitro-SN15-002.bam" "align/star/invitro-SN15-003.bam" 
Geneid	Chr	Start	End	Strand	Length	align/star/inplanta-3KO-020.bam	align/star/inplanta-3KO-021.bam	align/star/inplanta-3KO-022.bam	align/star/inplanta-3KO-023.bam	align/star/inplanta-Pf2-024.bam	align/star/inplanta-Pf2-025.bam	align/star/inplanta-Pf2-026.bam	align/star/inplanta-Pf2-027.bam	align/star/inplanta-SN15-016.bam	align/star/inplanta-SN15-017.bam	align/star/inplanta-SN15-018.bam	align/star/inplanta-SN15-019.bam	align/star/invitro-3KO-004.bam	align/star/invitro-3KO-005.bam	align/star/invitro-3KO-006.bam	align/star/invitro-3KO-007.bam	align/star/invitro-Pf2-008.bam	align/star/invitro-Pf2-009.bam	align/star/invitro-Pf2-010.bam	align/star/invitro-Pf2-011.bam	align/star/invitro-SN15-000.bam	align/star/invitro-SN15-001.bam	align/star/invitro-SN15-002.bam	align/star/invitro-SN15-003.bam
XLOC_000085	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	531393;532356;532480;532633;532633;533244;533267;533517;533517;533613;533613;534731;534731	532431;532579;532579;533131;533199;533468;533468;533559;533559;534648;534648;535364;535983	+;+;+;+;+;+;+;+;+;+;+;+;+	4311	160	126	227	122	79	122	165	101	376	411	320	403	576	659	478	473	266	264	233	320	159	150	214	169
XLOC_000086	scaffold_001;scaffold_001	536187;536653	536605;538643	+;+	2410	2518	2598	3018	2483	96	68	99	70	3615	3781	4179	4204	10	5	10	8	14	24	17	10	7	6	13	1
XLOC_000087	scaffold_001	541177	542199	+	1023	246	308	375	351	173	192	227	240	745	486	552	511	8632	4261	7096	4655	1749	3209	1488	3883	3235	2995	3170	3891
XLOC_000088	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	542933;542933;542933;542933;543712;543712;543712;543712;544359;544359;544376;544376;544652;544652	543610;543610;543610;543610;544303;544303;544303;544303;544436;545310;544436;545310;545310;545310	+;+;+;+;+;+;+;+;+;+;+;+;+;+	2222	55	35	68	50	29	38	57	57	52	48	82	104	42	51	42	35	29	15	17	20	70	36	100	30
XLOC_000089	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	553587;554820;555195;555195;555374;555374;555804;555804;556369;556369	555148;555148;555323;555323;555686;555687;556314;556314;557482;557170	+;+;+;+;+;+;+;+;+;+	3630	49	54	112	82	47	68	65	53	126	131	109	178	141	115	110	86	192	167	173	222	112	106	105	95
XLOC_000090	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	568996;569219;569424;569765;569765;570004;570004;570164;570164;570337;570337;570423;570491;570577;570577;570918;570918;570991;570991;571248;571248;571899;571899;572004;572004;572004;572309;572309;572324;573092;573092;573092	569170;569713;569713;569957;569957;570112;570112;570260;570260;570371;570371;570440;570524;570864;570864;570939;570939;571198;571198;571576;571953;571953;571953;572261;572276;572261;573040;573040;573040;573231;573348;573348	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	3642	2082	2117	3316	2237	813	1012	1305	1143	5415	5581	5295	7493	4501	6000	5064	5433	10066	7511	8835	8054	6660	8131	8094	6978
XLOC_000091	scaffold_001;scaffold_001;scaffold_001;scaffold_001	573807;574004;574491;574781	573921;574367;574730;575102	+;+;+;+	1041	14848	11717	19904	13877	2487	3916	5741	4732	25790	23703	23581	33727	3001	4065	3056	3434	11906	4446	10825	5843	8805	11988	8486	8575
XLOC_000092	scaffold_001;scaffold_001;scaffold_001	575752;576296;577608	576230;577559;578859	+;+;+	2995	646	436	758	547	301	376	543	568	1709	1383	1442	1914	471	663	495	691	1378	1189	1318	1073	551	406	650	415
XLOC_000093	scaffold_001	583117	586900	+	3784	36	23	42	35	15	27	33	8	62	81	68	52	122	99	88	73	49	54	54	60	46	70	36	42
XLOC_000094	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	599093;599373;599862;600911;600911	599288;600861;600861;601341;601312	+;+;+;+;+	2116	452	479	561	450	248	341	468	406	1097	964	909	1082	1370	1385	1184	1403	1465	1182	1349	1201	1170	1024	1281	873
XLOC_000095	scaffold_001;scaffold_001;scaffold_001	602520;603336;603943	603284;603891;604666	+;+;+	2045	341	345	482	369	260	282	382	409	1192	1105	1006	1451	2777	1820	2037	1286	1271	1552	1066	1605	1109	841	828	1121
XLOC_000096	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	606739;606918;606918;607146;607146;607170;607476;607476;607476;607929;608288;608288;608288;608560;608560;608561;608801;608801;608801;609038;609038;609334;609514;609741;609741;611360;611360;612427;612427	607045;607045;607069;607424;607424;607424;607769;608238;608238;608238;608508;608509;608508;608751;608751;608751;609092;608988;608988;609124;609453;609663;609663;611307;611307;612376;612376;613084;613378	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6186	4589	2947	5935	3412	2517	3952	5511	8417	7278	7775	11768	15724	3885	5643	3877	4804	8048	5929	7309	6329	6947	7102	6597	5159
XLOC_000097	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	614374;614421;614659;614659;614789;614870;614870;615075;615075;615197;615197;615288;615394;615394;615624;615624	614608;614586;614742;614824;614824;615025;615025;615147;615147;615345;615230;615345;615570;615570;615666;615877	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1210	133	122	173	172	87	39	51	8	458	358	358	283	3	3	1	4	3	2	0	0	1	1	0	1
XLOC_000098	scaffold_001;scaffold_001;scaffold_001	617452;618321;618728	618265;618680;619214	+;+;+	1661	1167	883	1446	966	465	589	749	605	2971	2499	2777	3368	3080	2532	2449	1763	2276	2068	2027	2237	1987	1373	2018	3052
XLOC_000099	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	619712;619715;619715;620169;620795;620795;620795;620795;621711;621711;621711;621711	620601;620601;620601;620601;621639;621573;621573;621651;623800;623800;622751;623800	+;+;+;+;+;+;+;+;+;+;+;+	3837	447	341	529	472	172	165	176	160	1278	1049	945	1258	197	264	221	270	270	282	268	255	648	475	750	406
XLOC_000100	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	630691;630952;631431;631606;631606;631843;631843;632097;632097;632406;632406;634416	630895;631536;631536;631780;631780;632045;632045;632356;632356;634364;634271;634457	+;+;+;+;+;+;+;+;+;+;+;+	3429	650	455	1452	876	201	153	434	116	2721	2977	3373	3821	15	23	17	12	32	20	27	31	17	36	26	21
XLOC_000101	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	638214;638513;638648;638704;638822;638822;638983;638983;639248;639248;639960;640307;640307;640395;640395;641114;641114	638465;638582;638773;638773;638932;638932;639181;639181;639344;640251;640251;640343;640343;640977;640977;641527;641527	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2796	158	155	139	344	4	47	26	10	25	32	34	33	13	16	20	11	19	10	15	11	11	13	17	8
XLOC_000102	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	644213;645213;646027;646138;646138;646543;646543;647283;647283	645164;646080;646080;646492;646492;647228;647228;647532;647675	+;+;+;+;+;+;+;+;+	3254	683	812	801	780	466	499	607	782	2071	2660	2653	2350	3194	3815	3583	4124	2108	1551	1690	1782	3945	4795	4185	4169
XLOC_000103	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	649243;649549;649647;650374;652149	649480;649595;650324;652096;652381	+;+;+;+;+	2919	1935	1823	2534	1995	686	961	1254	941	4658	4331	3898	4568	4174	4389	3813	3875	7379	5851	6792	6103	4978	5030	5095	3736
XLOC_000104	scaffold_001	660373	661821	+	1449	56	77	115	87	34	39	43	31	168	163	173	214	262	219	198	158	204	161	166	202	152	121	154	161
XLOC_000105	scaffold_001	662771	664994	+	2224	265	309	470	368	353	274	311	362	1210	839	725	1009	3144	2969	2611	2018	1860	2214	1471	2041	2953	2433	2398	4563
XLOC_000106	scaffold_001;scaffold_001;scaffold_001	671062;671368;671727	671316;671672;672204	+;+;+	1038	302	289	346	319	133	170	195	103	775	1014	906	950	700	818	644	701	1227	1072	1173	1119	877	944	1017	728
XLOC_000107	scaffold_001;scaffold_001;scaffold_001	673019;673589;673943	673471;673888;674552	+;+;+	1363	469	644	945	767	272	353	426	295	1646	1474	1706	1664	5573	4849	4820	4948	3398	4093	3392	3909	2374	2015	2234	2387
XLOC_000108	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	674663;674859;675040;675040;675657;675657;675786;675786	674920;674920;675604;675604;675733;675733;676112;677176	+;+;+;+;+;+;+;+	2291	40	50	88	61	32	31	42	27	153	134	151	159	237	166	166	94	174	139	166	168	104	112	106	85
XLOC_000109	scaffold_001	682124	683533	+	1410	2	0	1	0	3	2	2	4	3	8	4	13	10	10	7	10	25	21	15	13	15	15	21	15
XLOC_000110	scaffold_001;scaffold_001;scaffold_001;scaffold_001	685556;685716;685998;688422	685663;685944;688372;689130	+;+;+;+	3421	4380	3181	5566	3775	1321	1950	2693	2471	8871	7768	7834	10775	13294	9514	10925	7268	12207	10593	11419	11485	11170	13739	9089	11368
XLOC_000111	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	691308;692279;692425;692425;692533;692547;692789;692789;693547;693547	692372;692372;692446;692460;692735;692735;693495;693495;694607;694494	+;+;+;+;+;+;+;+;+;+	3072	1009	844	1917	1156	267	504	690	411	4501	3513	3665	5421	186	171	153	143	1445	612	1370	738	373	291	312	331
XLOC_000112	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	695887;696173;696212;696248;696330;696366	696161;696197;696268;696304;696711;696792	+;+;+;+;+;+	856	1317	1207	1255	1471	174	130	140	104	1507	1909	1650	1447	11	9	2	4	39	12	35	13	2	3	8	6
XLOC_000113	scaffold_001	702003	702999	+	997	20	13	31	17	8	10	4	2	45	27	36	33	4	11	2	10	8	6	6	7	6	1	11	5
XLOC_000114	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	703105;703343;704719;704719;706155;706426;706426;706875;707062;707714;707714;708166;708166	704667;704667;705833;706342;706342;706696;706767;707650;707650;708101;708101;708737;708811	+;+;+;+;+;+;+;+;+;+;+;+;+	5339	1647	1619	2640	1837	540	669	836	559	3728	3372	3190	4522	2322	2374	2067	1932	2377	1961	2329	2337	3394	3994	2327	3013
XLOC_000115	scaffold_001;scaffold_001;scaffold_001;scaffold_001	712787;712915;713127;713131	713055;713055;714236;714236	+;+;+;+	1379	81	65	114	69	20	52	59	39	133	144	145	286	1405	596	922	376	293	449	279	525	333	558	322	475
XLOC_000116	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	719124;719182;719314;719314;720332;721378;721378;727632;727632	719254;719254;721319;719744;721319;727581;727581;732817;732673	+;+;+;+;+;+;+;+;+	13527	282	246	363	288	161	284	259	116	684	485	515	692	425	662	453	769	966	882	932	675	735	890	739	680
XLOC_000117	scaffold_001	741151	742386	+	1236	2	1	3	4	1	6	3	1	15	9	11	10	6	7	4	3	5	1	3	3	3	3	3	6
XLOC_000118	scaffold_001	751579	752719	+	1141	4	3	5	2	1	0	4	2	3	5	11	2	3	3	2	0	6	0	4	2	1	7	4	2
XLOC_000119	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	759578;759650;759758;759758;759925;760040;760040	759689;759689;759787;759787;759975;760250;760101	+;+;+;+;+;+;+	404	2712	2391	3394	2572	613	1087	1468	1090	5291	4808	4465	6492	4069	4213	3767	3802	6850	5973	6082	6476	5305	6234	5729	5139
XLOC_000120	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	761672;761672;761745;761839;762039;762221;762221;762221;762224;762224;762421;762421;762421;762421;762421;762503;762544;762544;762544;762544;762544;762554;763088;763088;763088;763088;763088;763088;763688;763688;763688;763688;763703	762002;762002;762002;762002;762093;762342;762342;762342;762342;762342;762493;762493;762493;762493;762493;762503;763032;763032;763032;763032;763032;763032;763894;763610;763571;763595;763595;763571;763756;763894;763894;763894;763894	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1878	3886	4126	5859	4537	2273	2605	3596	2331	11063	10723	10309	11639	7715	9238	7184	8004	11793	7378	11453	7579	9606	8497	11134	7346
XLOC_000121	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	766953;767829;768013;768157;768157;768162;768562;768562;768562;769293;769293;769293;769474;769474;769475	768008;768008;768013;768505;768505;768505;769237;769237;769237;769414;769415;769414;769737;769736;769737	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2469	387	460	564	379	259	323	422	189	810	872	843	980	244	191	197	156	204	165	240	181	211	264	186	159
XLOC_000122	scaffold_001;scaffold_001;scaffold_001;scaffold_001	775613;776344;777868;777868	777812;777812;778996;778030	+;+;+;+	3329	120	133	156	128	50	70	63	53	332	260	316	398	207	207	192	238	365	250	334	267	235	203	252	211
XLOC_000123	scaffold_001;scaffold_001;scaffold_001	779312;779538;779691	779487;779635;780042	+;+;+	626	126	116	122	139	30	65	65	29	218	194	176	263	274	261	277	254	558	466	462	450	336	338	397	362
XLOC_000124	scaffold_001;scaffold_001	781258;782980	782924;783316	+;+	2004	993	1120	1285	1196	509	648	742	523	2129	2291	2183	2365	2181	1809	1839	1660	2072	1891	2010	2045	2127	2032	1793	1414
XLOC_000125	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	783803;783928;784090;784612;784627;785218;785218	783874;784535;784535;785169;785169;785478;785377	+;+;+;+;+;+;+	1499	2341	1573	2850	1799	389	805	1087	1422	2728	2903	3231	4458	4935	9812	4976	8547	8354	7537	7345	7754	9806	9426	7873	8210
XLOC_000126	scaffold_001	785845	787857	+	2013	110	81	159	99	116	172	183	292	286	291	321	381	563	368	419	191	363	378	285	432	231	236	231	317
XLOC_000127	scaffold_001;scaffold_001	791296;791528	793062;792438	+;+	1767	54	28	65	13	92	144	222	443	82	69	103	145	135	144	97	105	47	78	42	69	87	95	89	71
XLOC_000128	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	793790;794183;796234;796388;796388	794118;796337;796337;798745;798509	+;+;+;+;+	4842	114	128	161	114	57	77	106	74	252	344	256	258	10679	7950	8696	6129	3383	3303	2925	3573	5327	4852	4462	5439
XLOC_000129	scaffold_001;scaffold_001;scaffold_001	799356;799529;800385	799476;800331;800617	+;+;+	1157	90	89	85	112	92	205	53	441	214	385	183	168	193485	109868	158983	108012	27540	39463	29336	47953	100507	91234	74523	121594
XLOC_000130	scaffold_001	800992	801864	+	873	0	1	6	3	0	0	0	2	8	7	10	2	244	343	239	216	94	111	102	93	225	121	280	196
XLOC_000131	scaffold_001	808167	809697	+	1531	5	3	8	7	4	3	1	1	7	5	13	15	15	18	18	26	19	25	22	27	41	27	30	26
XLOC_000132	scaffold_001	815094	816024	+	931	3	1	8	3	1	1	2	0	6	8	9	9	39	43	30	28	50	31	25	36	30	24	37	23
XLOC_000133	scaffold_001;scaffold_001;scaffold_001;scaffold_001	816172;816414;816967;816967	816906;816906;820436;817320	+;+;+;+	4205	321	206	343	233	81	154	155	79	532	483	489	643	141	213	149	186	264	198	257	218	279	267	224	190
XLOC_000134	scaffold_001	821305	823467	+	2163	0	3	1	1	1	2	1	2	1	2	2	0	1	0	0	3	1	0	2	3	0	2	4	2
XLOC_000135	scaffold_001;scaffold_001	823817;824254	824189;825200	+;+	1320	104	86	112	84	34	42	51	56	162	197	201	252	482	345	344	209	201	191	170	250	192	236	166	178
XLOC_000136	scaffold_001;scaffold_001	827481;827769	827675;828319	+;+	746	213	205	269	219	118	140	139	155	443	503	488	603	344	333	257	266	434	336	436	357	367	367	371	279
XLOC_000137	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	835984;835989;836180;836180;836773;836773;836773;836773;837189;837189;837189;837215;837520;837520;837520;837520;838107;838107;838116	836697;836697;836697;836697;837139;837165;837139;837139;837471;837471;837471;837471;837992;841234;838001;837992;841234;841388;841388	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5259	1022	938	1227	930	611	848	1116	893	3096	2438	2608	3380	2142	3252	2356	3492	4267	3824	3659	3471	2474	2410	3100	2182
XLOC_000138	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	841455;841783;842015;842450;842450	841722;842392;842392;843271;843430	+;+;+;+;+	1859	1613	1425	2432	1868	67	43	78	69	3226	3168	3235	3795	36	91	60	80	26	15	17	11	73	52	93	41
XLOC_000139	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	851091;851091;851358;851358;851467;851467;851699;851699	851298;851118;851409;851409;851648;851648;851914;851914	+;+;+;+;+;+;+;+	658	1982	1773	2588	1841	559	1022	1228	963	4336	3836	3712	5193	6514	7608	5780	6628	10151	9085	9173	9768	6651	7000	7555	6453
XLOC_000140	scaffold_001	858916	859786	+	871	2	3	1	5	2	3	5	4	3	5	6	6	12	6	4	5	10	7	9	4	12	6	9	2
XLOC_000141	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	863600;863696;863714;863745;864161;864161;864460;864969;864969	864914;863947;863947;863947;864914;864847;865220;865220;865220	+;+;+;+;+;+;+;+;+	1621	296	317	432	351	125	157	212	172	699	745	746	812	1182	1168	1063	1022	969	828	878	874	839	969	815	839
XLOC_000142	scaffold_001;scaffold_001;scaffold_001;scaffold_001	865478;865552;865827;865827	865771;865771;866641;867252	+;+;+;+	1720	8	3	6	1	5	4	9	3	11	10	7	15	25	12	13	7	11	12	12	14	17	19	15	9
XLOC_000143	scaffold_001;scaffold_001;scaffold_001	872143;872548;872767	872421;872707;872976	+;+;+	649	2252	2219	3456	2394	771	1268	1597	1588	4864	4678	4493	6430	12017	14031	11424	12774	17059	16497	15641	16749	14111	14101	14571	13361
XLOC_000144	scaffold_001;scaffold_001;scaffold_001	876858;877204;877998	877146;877948;878347	+;+;+	1384	564	343	640	361	204	337	425	377	983	1045	943	1402	212	324	207	267	524	326	539	363	390	348	379	212
XLOC_000145	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	878713;878718;878727;878753;879125;879205;879205;879205;879208;879396;879396;879396;879397	879071;879144;879141;879141;879141;879337;879336;879336;879336;879994;879994;879994;879994	+;+;+;+;+;+;+;+;+;+;+;+;+	1164	929	690	1131	784	240	418	552	399	1676	1511	1590	2176	714	1001	779	936	1988	1459	1724	1541	1267	1451	1269	1084
XLOC_000146	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	882569;883799;884062;884763;885111;886340;886633;886970	883754;884009;884706;885061;886285;886581;886913;888182	+;+;+;+;+;+;+;+	5252	855	992	1296	1094	568	828	1068	788	2726	2057	2197	2547	3343	3331	2937	3450	3058	3493	2758	3032	2960	2752	3082	2178
XLOC_000147	scaffold_001;scaffold_001	891570;891828	891722;892580	+;+	906	517	396	701	499	113	202	266	244	924	869	898	1469	247	396	295	352	628	426	599	437	586	682	541	475
XLOC_000148	scaffold_001;scaffold_001;scaffold_001	896153;896341;896868	896282;896815;897230	+;+;+	968	291	132	146	125	167	301	360	148	443	1436	522	496	5959	5209	5408	4938	1083	616	919	882	2677	3811	2492	2755
XLOC_000149	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	903773;903829;904162;904440;904440;905865;905984;905984;906322;906322;906397;906397;906520;906520;907276;908275;908275;909553;909845;909845;910024;910024;912406;912990;912990;913767;913881;913881;914171;914208	904110;904391;904391;905511;905935;905935;906219;906219;906342;906342;906471;906471;906767;908224;908224;909239;909792;909792;909977;909977;912068;912931;912931;913628;913834;913834;914111;914111;915328;915383	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	11000	2123	2041	3195	2379	844	1042	1313	921	5396	4706	5388	6353	3728	3832	3288	3412	3744	3098	3392	3398	3081	2905	3242	2760
XLOC_000150	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	918367;918369;918609;918609;918621;919230;919230;919230	918553;918525;919179;919179;919179;920085;920085;920085	+;+;+;+;+;+;+;+	1614	169	184	265	300	58	87	60	59	374	545	516	497	31	25	28	24	22	17	22	17	27	24	18	21
XLOC_000151	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	922520;922769;923465;923679;924325;925190	922718;923414;923631;924271;925135;926412	+;+;+;+;+;+	3639	936	775	1077	868	430	534	608	407	2500	2223	2015	2535	701	1000	748	1170	1799	1525	1653	1418	1077	1026	1301	841
XLOC_000152	scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001;scaffold_001	946856;946867;946871;946871;946871;946871;946871;947215;947215;947215;947215;947222;947222;947228;947484;947484;947484;947484;947484;947484;947484;947582;947582;947582;947582;947582;947582;947582;947702;947702;947702;947702;947702;947702;947702;947942;947942	946960;946960;947109;947130;947130;947143;947109;947432;947432;947435;947435;947435;947432;947435;947531;947531;947531;947531;947531;947531;947531;947651;947651;947651;947651;947651;947651;947651;947747;948245;948245;947747;948245;948245;948245;948245;948245	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	1171	40	59	58	49	33	42	34	38	71	79	82	83	67	62	48	47	96	80	80	90	89	75	63	68
XLOC_000153	scaffold_001;scaffold_001;scaffold_001;scaffold_001	964669;964913;965414;965414	965362;965362;968740;970269	+;+;+;+	5550	407	420	721	505	170	207	226	135	1331	1083	986	1386	1028	1333	1112	1401	2297	1899	2110	2129	1347	1519	1565	1229
XLOC_000154	scaffold_001;scaffold_001	971500;971776	971723;972060	+;+	509	15	15	13	6	3	2	5	0	7	15	9	21	31	53	30	38	40	52	18	38	27	32	41	35
XLOC_000155	scaffold_001;scaffold_001	973921;975595	975539;977066	+;+	3091	1	1	2	0	5	4	3	2	5	10	6	8	67	55	50	39	43	48	42	62	47	47	55	26
